name,location,price,area,bhk,price_cr,area_sqft,bhk_count,price_per_sqft
400 Yards First Floor 4BHK Lift Stilt,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹11 Cr,"3,600 sqft",4 BHK,11.0,3600.0,4.0,30556.0
"Chattarpur, Delhi, South Delhi","5 Bedroom Farm house in Chattarpur, Delhi",₹35 Cr,"43,560 sqft",5 BHK,35.0,43560.0,5.0,8035.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹8.99 Cr,"2,637 sqft",4 BHK,8.99,2637.0,4.0,34092.0
"Panchsheel Park, Delhi, South Delhi","4 BHK Builder Floor in Panchsheel Park, Delhi",₹9.5 Cr,"4,500 sqft",4 BHK,9.5,4500.0,4.0,21111.0
DDA Kaveri Apartments 3.7,"1 BHK Flat in Sector D Vasant Kunj, Delhi",₹1.5 Cr,550 sqft,1 BHK,1.5,550.0,1.0,27273.0
"Sarvodaya Enclave, Delhi, South Delhi","4 BHK Builder Floor in Sarvodaya Enclave, Delhi",₹10 Cr,"2,700 sqft",4 BHK,10.0,2700.0,4.0,37037.0
RWA Greater Kailash 1 S Block,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.3 Cr,"1,872 sqft",3 BHK,5.3,1872.0,3.0,28312.0
RWA Greater Kailash 1 S Block,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.8 Cr,"1,872 sqft",3 BHK,5.8,1872.0,3.0,30983.0
E Block RWA Greater Kailash 1 4.0,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.25 Cr,"1,900 sqft",3 BHK,6.25,1900.0,3.0,32895.0
"Block C Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Block C Greater Kailash 1, Delhi",₹8.5 Cr,"2,705 sqft",4 BHK,8.5,2705.0,4.0,31423.0
RWA East Of Kailash Block E 4.0,"3 BHK Builder Floor in East of Kailash, Delhi",₹3.85 Cr,"1,150 sqft",3 BHK,3.85,1150.0,3.0,33478.0
"Hauz Khas, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas, Delhi",₹10 Cr,"3,600 sqft",4 BHK,10.0,3600.0,4.0,27778.0
RWA Greater Kailash 2 3.8,"3 BHK Builder Floor in Greater Kailash 2, Delhi",₹7 Cr,"2,700 sqft",3 BHK,7.0,2700.0,3.0,25926.0
"Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 2, Delhi",₹6 Cr,"2,250 sqft",3 BHK,6.0,2250.0,3.0,26667.0
Luxurious 4BHK,"4 BHK Builder Floor in Jor bagh, Delhi",₹25 Cr,"3,690 sqft",4 BHK,25.0,3690.0,4.0,67751.0
"Shanti Kunj, Delhi, South Delhi","4 BHK Duplex Builder Floor in Shanti Kunj, Delhi",₹6 Cr,"2,800 sqft",4 BHK,6.0,2800.0,4.0,21429.0
"Shanti Kunj, Delhi, South Delhi","4 BHK Builder Floor in Shanti Kunj, Delhi",₹5.5 Cr,"3,042 sqft",4 BHK,5.5,3042.0,4.0,18080.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Duplex Builder Floor in Hauz Khas Enclave, Delhi",₹22 Cr,"2,700 sqft",4 BHK,22.0,2700.0,4.0,81481.0
"Block B5, Safdarjung Enclave, Delhi, South Delhi","3 BHK Duplex Builder Floor in Block B5, Safdarjung Enclave, Delhi",₹13 Cr,"4,500 sqft",3 BHK,13.0,4500.0,3.0,28889.0
"Block B5, Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Block B5, Safdarjung Enclave, Delhi",₹9.25 Cr,"2,628 sqft",4 BHK,9.25,2628.0,4.0,35198.0
"Gulmohar park, Delhi, South Delhi","4 BHK Builder Floor in Gulmohar park, Delhi",₹17 Cr,"2,700 sqft",4 BHK,17.0,2700.0,4.0,62963.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹65 Lac,"1,080 sqft",3 BHK,0.65,1080.0,3.0,6019.0
"Safdarjung Development Area, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Development Area, Delhi",₹16 Cr,"4,050 sqft",4 BHK,16.0,4050.0,4.0,39506.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹26 Cr,"5,400 sqft",4 BHK,26.0,5400.0,4.0,48148.0
Sector C Pocket 1,"3 BHK Flat in Sector C Vasant Kunj, Delhi",₹4.95 Cr,"2,000 sqft",3 BHK,4.95,2000.0,3.0,24750.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹33 Cr,"7,200 sqft",4 BHK,33.0,7200.0,4.0,45833.0
"Lajpat Nagar, Delhi, South Delhi","2 BHK Builder Floor in Lajpat Nagar, Delhi",₹2.5 Cr,900 sqft,2 BHK,2.5,900.0,2.0,27778.0
"Block D Vasant Vihar, South Delhi","4 BHK Builder Floor in Block D Vasant Vihar, South Delhi",₹12 Cr,"3,600 sqft",4 BHK,12.0,3600.0,4.0,33333.0
CORNER FIRST FLOOR,"3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹6 Cr,"1,800 sqft",3 BHK,6.0,1800.0,3.0,33333.0
"Green Park Extension, Delhi, South Delhi","3 BHK Builder Floor in Green Park Extension, Delhi",₹5.25 Cr,"1,800 sqft",3 BHK,5.25,1800.0,3.0,29167.0
"Block E Greater Kailash 1, Delhi, South Delhi","3 BHK Duplex Builder Floor in Block E Greater Kailash 1, Delhi",₹5.25 Cr,"1,500 sqft",3 BHK,5.25,1500.0,3.0,35000.0
RWA Greater Kailash 1 S Block,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.75 Cr,"1,872 sqft",3 BHK,5.75,1872.0,3.0,30716.0
RWA Greater Kailash 1 S Block,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.75 Cr,"16,848 sqft",3 BHK,5.75,16848.0,3.0,3413.0
Dr Ambedkar Colony 3.5,"3 BHK Builder Floor in Chattarpur, Delhi",₹1.1 Cr,"1,125 sqft",3 BHK,1.1,1125.0,3.0,9778.0
"Lajpat Nagar, Delhi, South Delhi","2 BHK Builder Floor in Lajpat Nagar, Delhi",₹2.3 Cr,900 sqft,2 BHK,2.3,900.0,2.0,25556.0
"Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Green Park Extension, Delhi",₹11 Cr,"3,600 sqft",4 BHK,11.0,3600.0,4.0,30556.0
PARK FACING NEW HEIGHT BRAND NEW,"3 BHK Builder Floor in SDA, Delhi",₹10.5 Cr,"2,250 sqft",3 BHK,10.5,2250.0,3.0,46667.0
"Westend, Delhi, South Delhi","4 BHK Builder Floor in Westend, Delhi",₹28 Cr,"4,500 sqft",4 BHK,28.0,4500.0,4.0,62222.0
BRAND NEW FIRST FLOOR,"3 BHK Builder Floor in Green Park, Delhi",₹5.9 Cr,"1,600 sqft",3 BHK,5.9,1600.0,3.0,36875.0
NEW HEIGHT BRAND NEW,"3 BHK Builder Floor in East of Kailash, Delhi",₹5.25 Cr,"1,800 sqft",3 BHK,5.25,1800.0,3.0,29167.0
GROUND FLOOR,"3 BHK Builder Floor in Kailash Colony, Delhi",₹4.75 Cr,"1,440 sqft",3 BHK,4.75,1440.0,3.0,32986.0
NEW HEIGHT BRAND NEW,"3 BHK Builder Floor in East of Kailash, Delhi",₹5.5 Cr,"1,980 sqft",3 BHK,5.5,1980.0,3.0,27778.0
THIRD FLOOR,"4 BHK Builder Floor in Panchsheel Park, Delhi",₹13 Cr,"4,500 sqft",4 BHK,13.0,4500.0,4.0,28889.0
THIRD FLOOR,"3 BHK Builder Floor in SDA, Delhi",₹10.5 Cr,"2,430 sqft",3 BHK,10.5,2430.0,3.0,43210.0
NEW HEIGHT BRAND NEW,"3 BHK Builder Floor in Hauz Khas, Delhi",₹6.75 Cr,"1,980 sqft",3 BHK,6.75,1980.0,3.0,34091.0
BEAUTIFUL SECOND FLOOR,"4 BHK Builder Floor in SDA, Delhi",₹15.5 Cr,"4,500 sqft",4 BHK,15.5,4500.0,4.0,34444.0
"Sultanpur Extension, Delhi, South Delhi","3 BHK Builder Floor in Sultanpur Extension, Delhi",₹97.37 Lac,"7,650 sqft",3 BHK,0.9737,7650.0,3.0,1273.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹95 Lac,"13,770 sqft",3 BHK,0.95,13770.0,3.0,690.0
"Jonapur, Delhi, South Delhi","3 BHK Builder Floor in Jonapur, Delhi",₹82 Lac,"1,125 sqft",3 BHK,0.82,1125.0,3.0,7289.0
"Gadaipur, Delhi, South Delhi","6 Bedroom House in Gadaipur, Delhi",₹30 Cr,"13,950 sqft",6 BHK,30.0,13950.0,6.0,21505.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.25 Cr,"2,700 sqft",4 BHK,8.25,2700.0,4.0,30556.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.75 Cr,"2,700 sqft",4 BHK,8.75,2700.0,4.0,32407.0
"Greater Kailash enclave 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash enclave 2, Delhi",₹7 Cr,"2,700 sqft",4 BHK,7.0,2700.0,4.0,25926.0
"Govind Puri, Delhi, South Delhi","2 BHK Builder Floor in Govind Puri, Delhi",₹32 Lac,540 sqft,2 BHK,0.32,540.0,2.0,5926.0
Godrej South Estate 4.0,"2 BHK Flat in Okhla Phase 1, Delhi",₹3.75 Cr,"2,234 sqft",2 BHK,3.75,2234.0,2.0,16786.0
Godrej South Estate 4.0,"2 BHK Flat in Okhla Phase 1, Delhi",₹3.7 Cr,"2,234 sqft",2 BHK,3.7,2234.0,2.0,16562.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla Phase 1, Delhi",₹8.62 Cr,"3,851 sqft",4 BHK,8.62,3851.0,4.0,22384.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla Phase 1, Delhi",₹7.8 Cr,"3,851 sqft",4 BHK,7.8,3851.0,4.0,20254.0
"Block E East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in Block E East of Kailash, Delhi",₹3.15 Cr,"1,125 sqft",3 BHK,3.15,1125.0,3.0,28000.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla Phase 1, Delhi",₹8.85 Cr,"3,851 sqft",4 BHK,8.85,3851.0,4.0,22981.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.95 Cr,"3,851 sqft",4 BHK,8.95,3851.0,4.0,23241.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.9 Cr,"3,851 sqft",4 BHK,8.9,3851.0,4.0,23111.0
"Govind Puri, Delhi, South Delhi","2 BHK Builder Floor in Govind Puri, Delhi",₹42 Lac,630 sqft,2 BHK,0.42,630.0,2.0,6667.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6 Cr,"1,872 sqft",3 BHK,6.0,1872.0,3.0,32051.0
PARK FACING SEPARATE GATE STILT 3 CAR PARKING,"4 BHK Builder Floor in Navjeevan Vihar, Delhi",₹11 Cr,"5,000 sqft",4 BHK,11.0,5000.0,4.0,22000.0
Greater Kailash 1 Brand New Floor,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.75 Cr,"1,872 sqft",3 BHK,5.75,1872.0,3.0,30716.0
"Block B 2 Safdarjung Enclave, Delhi, South Delhi","4 BHK Duplex Builder Floor in Block B 2 Safdarjung Enclave, Delhi",₹10 Cr,"2,160 sqft",4 BHK,10.0,2160.0,4.0,46296.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹12 Cr,"4,500 sqft",4 BHK,12.0,4500.0,4.0,26667.0
RWA East Of Kailash Block E 4.0,"3 BHK Builder Floor in East of Kailash, Delhi",₹4.4 Cr,"1,800 sqft",3 BHK,4.4,1800.0,3.0,24444.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹9.5 Cr,"2,700 sqft",4 BHK,9.5,2700.0,4.0,35185.0
"Greater Kailash, Delhi, South Delhi","4 BHK Triplex Builder Floor in Greater Kailash, Delhi",₹12.5 Cr,"2,700 sqft",4 BHK,12.5,2700.0,4.0,46296.0
"Hauz Khas, Delhi, South Delhi","4 BHK Triplex Builder Floor in Hauz Khas, Delhi",₹12.6 Cr,"2,430 sqft",4 BHK,12.6,2430.0,4.0,51852.0
"Block K Hauz Khas Enclave, Delhi, South Delhi","4 BHK Duplex Builder Floor in Block K Hauz Khas Enclave, Delhi",₹12.55 Cr,"2,475 sqft",4 BHK,12.55,2475.0,4.0,50707.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Triplex Builder Floor in Hauz Khas Enclave, Delhi",₹12.5 Cr,"2,448 sqft",4 BHK,12.5,2448.0,4.0,51062.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8 Cr,"3,600 sqft",4 BHK,8.0,3600.0,4.0,22222.0
"Sarvodaya Enclave, Delhi, South Delhi","3 BHK Builder Floor in Sarvodaya Enclave, Delhi",₹6.25 Cr,"1,908 sqft",3 BHK,6.25,1908.0,3.0,32757.0
SECOND FLOOR,"4 BHK Builder Floor in Greater Kailash Enclave 1, Delhi",₹7.25 Cr,"3,150 sqft",4 BHK,7.25,3150.0,4.0,23016.0
Facing north,"3 BHK Builder Floor in Jor bagh, Delhi",₹17 Cr,"3,762 sqft",3 BHK,17.0,3762.0,3.0,45189.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹9.5 Cr,"2,799 sqft",4 BHK,9.5,2799.0,4.0,33941.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹11.5 Cr,"2,799 sqft",4 BHK,11.5,2799.0,4.0,41086.0
Basement-Ground.,"4 BHK Builder Floor in Block A Defence Colony, Delhi",₹17.5 Cr,"2,925 sqft",4 BHK,17.5,2925.0,4.0,59829.0
Park Facing in ACE Luxury Residences,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹36.49 Cr,"7,380 sqft",4 BHK,36.49,7380.0,4.0,49444.0
New Ceiling Height,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.35 Cr,"1,872 sqft",3 BHK,5.35,1872.0,3.0,28579.0
"Park Facing,Private Lift","4 BHK Builder Floor in Vasant Vihar, Delhi",₹35 Cr,"7,200 sqft",4 BHK,35.0,7200.0,4.0,48611.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.35 Cr,"1,872 sqft",3 BHK,5.35,1872.0,3.0,28579.0
RWA East Of Kailash Block E 4.0,"3 BHK Builder Floor in East of Kailash, Delhi",₹3.5 Cr,"1,150 sqft",3 BHK,3.5,1150.0,3.0,30435.0
"East of Kailash, Delhi, South Delhi","5 Bedroom House in East of Kailash, Delhi",₹15.5 Cr,"1,800 sqft",5 BHK,15.5,1800.0,5.0,86111.0
"New Friends Colony, Delhi, South Delhi","4 BHK Builder Floor in New Friends Colony, Delhi",₹5.8 Cr,"2,700 sqft",4 BHK,5.8,2700.0,4.0,21481.0
"Greater Kailash 3, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 3, Delhi",₹7.25 Cr,"1,953 sqft",3 BHK,7.25,1953.0,3.0,37122.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹27 Cr,"5,490 sqft",4 BHK,27.0,5490.0,4.0,49180.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.65 Cr,"2,700 sqft",4 BHK,8.65,2700.0,4.0,32037.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.3 Cr,"2,700 sqft",4 BHK,8.3,2700.0,4.0,30741.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹7.61 Cr,"1,872 sqft",3 BHK,7.61,1872.0,3.0,40652.0
Shivalik Block A RWA,"3 BHK Builder Floor in Malviya Nagar, Delhi",₹5 Cr,"16,200 sqft",3 BHK,5.0,16200.0,3.0,3086.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹85 Lac,"12,150 sqft",3 BHK,0.85,12150.0,3.0,700.0
BASEMENT AND GROUND FLOOR,"4 BHK Builder Floor in New Friends Colony, Delhi",₹13.75 Cr,"4,500 sqft",4 BHK,13.75,4500.0,4.0,30556.0
BRAND NEW READY TO MOVE,"3 BHK Builder Floor in East of Kailash, Delhi",₹5.35 Cr,"1,800 sqft",3 BHK,5.35,1800.0,3.0,29722.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹4.7 Cr,"1,800 sqft",3 BHK,4.7,1800.0,3.0,26111.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.5 Cr,"3,420 sqft",4 BHK,7.5,3420.0,4.0,21930.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹7 Cr,"2,700 sqft",3 BHK,7.0,2700.0,3.0,25926.0
"SDA, Delhi, South Delhi","3 BHK Triplex Builder Floor in SDA, Delhi",₹12 Cr,"2,430 sqft",3 BHK,12.0,2430.0,3.0,49383.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹6.2 Cr,"1,800 sqft",3 BHK,6.2,1800.0,3.0,34444.0
"Panchsheel Enclave, Delhi, South Delhi","3 BHK Builder Floor in Panchsheel Enclave, Delhi",₹8.5 Cr,"2,385 sqft",3 BHK,8.5,2385.0,3.0,35639.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹7.95 Cr,"3,851 sqft",4 BHK,7.95,3851.0,4.0,20644.0
"South Extension 2, Delhi, South Delhi","3 BHK Duplex Builder Floor in South Extension 2, Delhi",₹5.85 Cr,"1,800 sqft",3 BHK,5.85,1800.0,3.0,32500.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹13.91 Cr,"4,500 sqft",4 BHK,13.91,4500.0,4.0,30911.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Triplex Builder Floor in Greater Kailash 1, Delhi",₹21.98 Cr,"10,000 sqft",4 BHK,21.98,10000.0,4.0,21980.0
"Kailash Colony, Delhi, South Delhi","4 BHK Builder Floor in Kailash Colony, Delhi",₹12.5 Cr,"4,500 sqft",4 BHK,12.5,4500.0,4.0,27778.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹7.52 Cr,"1,872 sqft",3 BHK,7.52,1872.0,3.0,40171.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹12 Cr,"3,600 sqft",4 BHK,12.0,3600.0,4.0,33333.0
"SDA, Delhi, South Delhi","4 BHK Builder Floor in SDA, Delhi",₹10.51 Cr,"2,385 sqft",4 BHK,10.51,2385.0,4.0,44067.0
"Green Park Extension, Delhi, South Delhi","3 BHK Builder Floor in Green Park Extension, Delhi",₹7.5 Cr,"3,033 sqft",3 BHK,7.5,3033.0,3.0,24728.0
"Jor bagh, Delhi, South Delhi","4 BHK Builder Floor in Jor bagh, Delhi",₹35 Cr,"4,608 sqft",4 BHK,35.0,4608.0,4.0,75955.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹30 Cr,"8,100 sqft",4 BHK,30.0,8100.0,4.0,37037.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹8 Cr,"1,962 sqft",3 BHK,8.0,1962.0,3.0,40775.0
"Defence Colony, South Delhi","4 BHK Builder Floor in Defence Colony, South Delhi",₹16 Cr,"2,201 sqft",4 BHK,16.0,2201.0,4.0,72694.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹10 Cr,"2,934 sqft",3 BHK,10.0,2934.0,3.0,34083.0
Hill View Apartment,"5 Bedroom Farm house in Dera Mandi, Delhi",₹16 Cr,"9,000 sqft",5 BHK,16.0,9000.0,5.0,17778.0
Basement and Ground,"3 BHK Duplex Builder Floor in Safdarjung Development Area, Delhi",₹11.5 Cr,"2,790 sqft",3 BHK,11.5,2790.0,3.0,41219.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹32 Cr,"9,000 sqft",4 BHK,32.0,9000.0,4.0,35556.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹24 Cr,"9,000 sqft",4 BHK,24.0,9000.0,4.0,26667.0
"Greater Kailash 3, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 3, Delhi",₹7.4 Cr,"1,953 sqft",3 BHK,7.4,1953.0,3.0,37890.0
"S Block Greater Kailash I, Delhi, South Delhi","3 BHK Builder Floor in S Block Greater Kailash I, Delhi",₹5.7 Cr,"1,872 sqft",3 BHK,5.7,1872.0,3.0,30449.0
"Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Green Park Extension, Delhi",₹9.5 Cr,"3,150 sqft",4 BHK,9.5,3150.0,4.0,30159.0
"Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Green Park Extension, Delhi",₹11.75 Cr,"3,150 sqft",4 BHK,11.75,3150.0,4.0,37302.0
"Navjeevan Vihar, Delhi, South Delhi","4 BHK Builder Floor in Navjeevan Vihar, Delhi",₹11.25 Cr,"5,400 sqft",4 BHK,11.25,5400.0,4.0,20833.0
"Sarvpriya Vihar, Delhi, South Delhi","3 BHK Builder Floor in Sarvpriya Vihar, Delhi",₹7.9 Cr,"2,160 sqft",3 BHK,7.9,2160.0,3.0,36574.0
"S Block Greater Kailash I, Delhi, South Delhi","3 BHK Builder Floor in S Block Greater Kailash I, Delhi",₹6.5 Cr,"1,971 sqft",3 BHK,6.5,1971.0,3.0,32978.0
"Hauz Khas, Delhi, South Delhi","3 BHK Builder Floor in Hauz Khas, Delhi",₹6.25 Cr,"1,800 sqft",3 BHK,6.25,1800.0,3.0,34722.0
"Block E Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Block E Greater Kailash 2, Delhi",₹6.5 Cr,"2,250 sqft",3 BHK,6.5,2250.0,3.0,28889.0
"Sarvodaya Enclave, Delhi, South Delhi","3 BHK Builder Floor in Sarvodaya Enclave, Delhi",₹6.25 Cr,"1,980 sqft",3 BHK,6.25,1980.0,3.0,31566.0
"Safdarjung Development Area, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Development Area, Delhi",₹16.1 Cr,"2,997 sqft",4 BHK,16.1,2997.0,4.0,53720.0
"Block E Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Block E Greater Kailash 2, Delhi",₹6.25 Cr,"2,250 sqft",3 BHK,6.25,2250.0,3.0,27778.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹12.5 Cr,"2,925 sqft",3 BHK,12.5,2925.0,3.0,42735.0
"Defence Colony, South Delhi","3 Bedroom House in Defence Colony, South Delhi",₹28 Cr,"1,953 sqft",3 BHK,28.0,1953.0,3.0,143369.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹17 Cr,"2,925 sqft",3 BHK,17.0,2925.0,3.0,58120.0
ULTRA LUXURY FIRST FLOOR,"4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹12 Cr,"4,500 sqft",4 BHK,12.0,4500.0,4.0,26667.0
CORNER SECOND FLOOR,"4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹11.25 Cr,"3,600 sqft",4 BHK,11.25,3600.0,4.0,31250.0
luxury First Floor,"4 BHK Builder Floor in SDA, Delhi",₹15 Cr,"4,050 sqft",4 BHK,15.0,4050.0,4.0,37037.0
GROUND BASEMENT,"4 BHK Triplex Builder Floor in Green Park, Delhi",₹12 Cr,"4,000 sqft",4 BHK,12.0,4000.0,4.0,30000.0
"Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Green Park Extension, Delhi",₹9.01 Cr,"3,240 sqft",4 BHK,9.01,3240.0,4.0,27809.0
"Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Green Park Extension, Delhi",₹8.13 Cr,"2,700 sqft",4 BHK,8.13,2700.0,4.0,30111.0
"Sarvpriya Vihar, Delhi, South Delhi","3 BHK Builder Floor in Sarvpriya Vihar, Delhi",₹6.74 Cr,"2,052 sqft",3 BHK,6.74,2052.0,3.0,32846.0
Greater Kailash 1 Builder Floors,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.25 Cr,"1,900 sqft",3 BHK,6.25,1900.0,3.0,32895.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹8.51 Cr,"2,700 sqft",4 BHK,8.51,2700.0,4.0,31519.0
"Shivalik Colony, Delhi, South Delhi","3 BHK Builder Floor in Shivalik Colony, Delhi",₹6.25 Cr,"1,800 sqft",3 BHK,6.25,1800.0,3.0,34722.0
"Hauz Khas, Delhi, South Delhi","3 BHK Builder Floor in Hauz Khas, Delhi",₹6.3 Cr,"2,000 sqft",3 BHK,6.3,2000.0,3.0,31500.0
DESIGNER BUILDER FLOOR IN GREEN PARK,"4 BHK Builder Floor in Green Park Extension, Delhi",₹10.2 Cr,"3,150 sqft",4 BHK,10.2,3150.0,4.0,32381.0
"Block A 2 Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Block A 2 Safdarjung Enclave, Delhi",₹6.25 Cr,"1,800 sqft",3 BHK,6.25,1800.0,3.0,34722.0
Hargobind Enclave 4.0,"3 BHK Flat in Chattarpur, Delhi",₹85 Lac,"1,200 sqft",3 BHK,0.85,1200.0,3.0,7083.0
"Shivalik Colony, Delhi, South Delhi","3 BHK Builder Floor in Shivalik Colony, Delhi",₹6.1 Cr,"3,600 sqft",3 BHK,6.1,3600.0,3.0,16944.0
"Block E Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Block E Greater Kailash 1, Delhi",₹8 Cr,"2,700 sqft",4 BHK,8.0,2700.0,4.0,29630.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹13.2 Cr,"3,600 sqft",4 BHK,13.2,3600.0,4.0,36667.0
"Chattarpur Enclave Phase 2, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur Enclave Phase 2, Delhi",₹80 Lac,"1,125 sqft",3 BHK,0.8,1125.0,3.0,7111.0
Triplex GF Basement pvt lift,"5 BHK Builder Floor in Safdarjung Development Area, Delhi",₹20 Cr,"6,000 sqft",5 BHK,20.0,6000.0,5.0,33333.0
"Gulmohar park, Delhi, South Delhi","4 BHK Duplex Builder Floor in Gulmohar park, Delhi",₹15 Cr,"2,200 sqft",4 BHK,15.0,2200.0,4.0,68182.0
"Gulmohar park, Delhi, South Delhi","3 BHK Builder Floor in Gulmohar park, Delhi",₹8.21 Cr,"1,800 sqft",3 BHK,8.21,1800.0,3.0,45611.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Duplex Builder Floor in Greater Kailash 1, Delhi",₹7.25 Cr,"1,500 sqft",3 BHK,7.25,1500.0,3.0,48333.0
